psraid,sample,int_date,lang,version,form,llitext1,q1,eminuse,intmob,intfreq,device1a,smart1,snsint2,acct1a,acct1b,acct1c,acct1d,acct2,acct3a,acct3b,acct3c,acct3d,acct3e,acct3f,acct3g,secur1,secur2a,secur2b,secur2c,secur2d,secur2e,secur2f,secur2g,habits1a,habits1b,habits1c,habits1d,habits1e,habits1f,habits2,habits3,habits4a,habits4b,habits4c,habits5,habits6,habits7,habits8,habits9,habits10,habits11,habits12,wifi1,wifi2a,wifi2b,wifi2c,wifi2d,policy1,policy2a,policy2b,policy3,policy4,policy5,policy6a,policy6b,policy6c,policy6d,policy6e,sex,age,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,marital,par,emplnw3,party,partyln,ideo,inc,hh1,hh3,ql1a,qc1,habits1fos,habits9os,raceos,usr,cregion,state,density,race3m1orig,race3m2orig,race3m3orig,race3m4orig,origraceos,i_usernw2,SmartPhone,racecmb,racethn,racethn2,racethn3,hhcell,genage2016,child,partysum,partyideo,habits1cnt,iphoneuse,hphoneuse,recage,receduc,adults,ll,cp,weight,standwt
202981,2,42716,1,1,1, ,1,1,1,2, ,2,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2, , , , , ,2, , , , ,2,2,2,2,2,2,2,3,1,3,3,2,99,4,2,1, , , , ,4,2,3,2, ,3,2,1, , ,2, , , ,S,4,6,4,1, , , , ,1,2,1,1,1,1,1,9,0,2,4,2,3,3,9,2,1,0,1,2.14705882352941,.749731787205736
202986,2,42716,1,1,1, ,2,1,1,2, ,2,2,1,1,2,2,1,4,4,4, ,4,4,4,2,2,1,2,2, ,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1, , , , , , ,2, , , , ,1,2,2,4,4,4,3,3,1,3,2,2,50,6,2,1, , , , ,1,2,1,1, ,3,8,2,2, ,1, , , ,S,4,8,3,1, , , , ,1,2,1,1,1,1,1,2,0,1,2,2,2,2,4,3,2,1,1,2,.698380294931371
202989,2,50216,1,1,1, ,2,1,1,2, ,1,1,1,1,2,2,1,2,3,2,3,3,3,3,3,2,2,1,2,2,2,2,2,1,2,1,1,2,4,1,1,1,2,1,1,2,2, ,3,2,2,1,1,1,1,1,8,2,2,2,2,2,3,3,3,3,3,1,44,4,2,1, , , , ,1,1,1,3,1,3,2,4,2, ,2, , , ,S,4,41,2,1, , , , ,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,2,2,0,1,3.85294117647059,1.34540909758838
202993,2,42716,1,1,2, ,1,1,1,2, ,1,1,2,2,3,2,1,1,1,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,4,1,2,2,1,2,2,1,2,2,3,3,1,2,2,1,3,2,3,2,1,18,3,2,1, , , , ,6,2,3,2, ,4,8,4,4, ,1, , , ,U,4,6,5,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,2,2,2,1,1,3,1,1,4.67647058823529,1.63297745432482
202994,2,42716,1,1,2, ,2,1,1,2, ,1,1,1,1,2,2,1,3,2,2,2,3,1,1,3,1,2,2,2,2,1,2,1,1,2,1,2,2,4,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,3,3,2,1,1,2,2,2,2,1,2,31,4,1,7, , , ,1,6,2,1,2, ,5,7,2,2, ,2, , , ,U,4,6,5,7, , , , ,1,1,5,3,3,3,1,1,0,2,5,3,3,3,2,2,2,0,1,5.91176470588235,2.06432998942949
202996,2,42716,1,1,1, ,2,1,2,3, ,1,1,2,2,2,2,1,3,3,3,3,4,5,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2, ,2,2,1,2,2,1,2,1,1,3,2,2,1,2,2,1,2,2,2,2,3,2,3,3,3,1,3,2,1,57,3,1,9, , , ,1,3,2,1,9,1,3,4,1, , ,2, , , ,R,3,48,1,9, , , , ,1,1,9,3,3,3,1,3,0,1,9,1,3,3,5,1,1,0,1,2.64705882352941,.924326860938579
203005,2,42716,1,1,2, ,1,1,1,2, ,1,1,1,2,2,2,2,1,1,1,1,1,5,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,2, ,1,1,1,2, , , , ,1,3,3,2,2,1,3,3,2,3,2,1,55,5,2,1, , , , ,3,2,1,3,2,4,5,1, , ,2, , , ,U,3,12,4,1, , , , ,1,1,1,1,1,1,1,3,0,2,3,1,3,3,5,2,1,0,1,2.67647058823529,.934597159393452
203008,2,42716,1,1,2, ,3,1,1,2, ,1,1,9,2,1,1,1,3,1,3,3,4,3,2,2,1,2,2,1,2,2,2,1,1,1,2,2,8,1,2,2,1,2,2,1,1,1,1,3,2,2,1,2,2,1,1,1,2,3,3,2,3,1,2,3,3,1,1,35,6,2,1, , , , ,1,2,1,5,1,3,8,2,2, ,2, , , ,S,4,6,2,1, , , , ,1,1,1,1,1,1,1,1,0,1,9,3,3,3,3,3,2,0,1,1.91176470588235,.667569399566751
203010,2,42816,1,1,2, ,1,1,1,1, ,1,1,1,2,2,2,1,3,3,3,3,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,3,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,22,6,2,1, , , , ,6,2,3,1, ,2,98,4,4, ,1, , , ,R,1,50,1,1, , , , ,1,1,1,1,1,1,1,1,0,1,1,2,2,2,1,3,3,1,1,2.64705882352941,.924326860938579
203013,2,50316,1,1,2, ,1,1,1,1, ,1,1,1,1,1,1,1,2,1,2,3,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2, ,3,2,1,1,2,2,1,1,2,2,3,4,3,2,1,3,2,3,1,2,44,6,2,8, , , , ,1,1,2,5,1,1,5,5,2, ,1,SOMETIMES SCREEN SHOT, , ,U,3,37,4,8, , , , ,1,1,9,9,9,9,1,2,3,1,9,4,2,2,3,3,2,1,1,2.5,.872975368664213
203016,2,42816,1,1,1, ,2,1,1,1, ,1,1,1,1,2,2,1,1,2,2,2,1,1,4,2,2,1,2,1,1,1,2,1,2,2,2,2,2, ,2,2,1,2,1,1,2,1,3,3,1,1,1,1,1,2,1,2,1,1,4,2,4,3,1,1,2,3,2,59,4,2,1, , , , ,3,2,2,3,8,2,1,1, , ,2, , , ,U,2,18,2,1, , , , ,1,1,1,1,1,1,1,3,0,9,3,1,3,3,5,2,1,0,1,2,.698380294931371
203025,2,42816,1,1,1, ,1,1,1,2, ,1,2,1,1,1,1,2,2,1,1, ,2,2,1,2,1,2,1,2, ,2,2,2,2,2,1,2,2, ,2,2,2,2,1,2, ,1,1,2,1,2,1,2,1, ,1,2,2,2,2,2,2,3,3,3,3,3,1,64,6,2,1, , , , ,1,2,3,2, ,3,99,2,2, ,1, , , ,S,1,23,2,1, , , , ,1,1,1,1,1,1,1,4,0,2,4,1,2,2,5,3,2,1,1,1.17647058823529,.410811938194924
203026,2,42816,1,1,1, ,2,1,1,2, ,1,1,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,1,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,3,3,3,3,3,1,18,2,2,1, , , , ,6,2,2,1, ,2,3,6,6, ,2, , , ,U,2,26,3,1, , , , ,1,1,1,1,1,1,1,1,0,1,1,1,3,3,1,1,3,0,1,4.20588235294118,1.46865267904685
203027,2,42816,1,1,2, ,2,1,1,2, ,1,1,1,1,1,1,1,2,2,2,3,4,2,2,2,8,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,3,1,1,2, , , , ,1,2,1,2,2,3,3,3,1,2,3,2,67,8,2,1, , , , ,1,2,1,1, ,3,8,4,4, ,2, , , ,R,3,37,2,1, , , , ,1,1,1,1,1,1,1,4,0,1,2,2,3,3,6,3,3,0,1,1.11764705882353,.390271341285178
203035,2,42816,1,1,2, ,1,1,1,2, ,2,1,1,1,2,1,2,2,2,2,2,4,1,1,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1, , , , , ,1,1,1,1,1,1,2,2,3,2,1,3,3,2,3,3,2,23,8,2,1, , , , ,6,2,2,2, ,5,1,3,3, ,2, , , ,U,1,42,5,1, , , , ,1,2,1,1,1,1,1,1,0,2,5,3,3,3,1,3,3,0,1,3.70588235294118,1.29405760531401
203040,2,42816,1,1,1, ,2,1,1,5, ,2,2,2,2,2,2,2,4,4,4, ,2,2,2,3,2,2,1,2, ,2,2,2,1,2,2,1,2,2,1,1,1,9,2,1, , , , , , ,2, , , , ,1,3,2,1,1,3,3,3,3,3,3,2,58,6,2,2, , , , ,3,2,3,3,9,9,2,1, , ,2, , , ,S,3,24,4,2, , , , ,1,2,2,2,2,2,1,3,0,9,3,2,3,3,5,3,1,0,1,1.44117647058824,.503244624288782
203043,2,42816,1,1,2, ,1,1,1,1, ,1,1,1,2,2,1,1,3,1,2,2,3,2,3,2,2,1,1,2,2,2,2,2,1,2,1,2,2,4,1,2,1,1,2,2,2,1,1,2,2,1,2, , , , ,1,2,2,2,2,3,1,3,1,3,2,2,68,6,2,1, , , , ,3,2,2,2, ,4,6,1, , ,2, , , ,U,1,36,5,1, , , , ,1,1,1,1,1,1,1,4,0,2,5,2,3,3,6,3,1,0,1,1.79411764705882,.626488205747259
203045,2,42816,1,1,2, ,1,1,1,1, ,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,2,2,2,1,2,2,2,1,1,2,1,1,2,9,9,2,9,9,9,9,2,1,9,9,9,2,1,8,2,1,1,2,2,8,2,1,2,3,3,2,3,2,2,31,8,2,1, , , , ,1,9,9,9,2,8,7,99,2, ,2, , , ,U,2,55,3,1, , , , ,1,1,1,1,1,1,1,1,99,2,9,4,3,3,2,3,2,0,1,2.88235294117647,1.00648924857756
203050,2,42816,1,1,1, ,2,1,1,3, ,1,2,1,1,2,2,2,1,1,1, ,8,1,3,3,2,1,2,2, ,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2, ,1,1,3,1,2,2, , , , ,1,3,3,2,2,2,3,3,2,3,3,1,62,6,2,1, , , , ,1,2,2,1, ,2,9,2,2, ,2, , , ,S,3,47,3,1, , , , ,1,1,1,1,1,1,1,4,0,1,1,4,3,3,5,3,2,0,1,1.20588235294118,.421082236649797
203055,2,42816,1,1,2, ,2,1,1,1, ,1,1,2,2,2,1,1,2,2,3,3,4,5,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,1,1,1,1,1,2, , , , ,2,1,2,3,2,2,3,3,1,3,2,1,31,3,2,1, , , , ,4,1,2,3,9,5,2,3,1, ,2, , , ,S,1,42,3,1, , , , ,1,1,1,1,1,1,1,1,2,9,3,1,3,3,2,1,1,0,1,4.76470588235294,1.66378834968944
203065,2,42816,1,1,2, ,1,1,2,3, ,2,2,2,2,1,2,1,3,3,3, ,4,3,3,2,1,1,1,2, ,2,2,2,1,2,2,2,2, ,2,2,1,1,1,2, , , , , , ,2, , , , ,2,1,1,3,3,8,3,9,2,3,3,1,68,8,2,1,3, , , ,1,2,1,3,9,9,8,3,3, ,2, , , ,S,3,24,4,1,3, , , ,1,2,4,4,5,5,1,4,0,9,3,1,3,3,6,3,3,0,1,1.79411764705882,.626488205747259
203068,2,42816,1,1,1, ,1,1,1,4, ,1,2,2,2,2,2,1,2,2,1, ,3,3,2,2,2,1,2,2, ,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2, ,2, ,3,8,2,2, , , , ,1,2,2,2,3,2,3,1,1,3,3,1,52,6,2,1, , , , ,3,1,1,1, ,2,8,3,2, ,1, , , ,S,1,36,3,1, , , , ,1,1,1,1,1,1,1,3,1,1,1,2,2,2,4,3,2,1,1,1.85294117647059,.647028802657005
203070,2,42816,1,1,2, ,2,1,1,4, ,1,2,1,2,1,2,1,1,1,2, ,2,2,2,3,2,2,2,2, ,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2, ,2, ,3,1,2,2, , , , ,2,2,3,1,2,2,3,3,2,3,3,1,67,5,2,1, , , , ,1,1,3,1, ,3,8,3,2, ,1, , , ,R,2,39,2,1, , , , ,1,1,1,1,1,1,1,4,1,1,2,2,2,2,6,2,2,1,1,2.55882352941176,.89351596557396
203071,2,42816,1,1,2, ,1,1,1,4, ,1,1,1,2,1,1,2,3,3,3,3,3,2,3,2,1,8,1,1,1,2,2,1,2,2,2,2,2, ,2,2,2,2,2,1,2,1,4,2,1,8,2, , , , ,2,2,1,2,2,4,2,1,1,3,2,2,34,4,2,1, , , , ,1,1,1,2, ,4,8,3,2, ,1, , , ,S,3,51,2,1, , , , ,1,1,1,1,1,1,1,1,1,2,5,1,2,2,2,2,2,1,1,3.97058823529412,1.38649029140787
203076,2,42816,1,1,2, ,1,1,1,1, ,1,1,1,1,1,2,2,1,1,1,2,2,1,1,3,2,2,2,2,2,2,2,1,1,2,1,2,2,4,1,1,1,1,2,1,1,1,4,3,2,2,1,1,1,1,1,1,2,2,3,2,2,3,3,2,3,3,2,44,6,2,1, , , , ,3,2,1,1, ,2,6,1, , ,2, , , ,S,3,40,4,1, , , , ,1,1,1,1,1,1,1,2,0,1,1,3,3,3,3,3,1,0,1,2.82352941176471,.985948651667817
203081,2,42816,1,1,2, ,2,1,1,2, ,1,1,2,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,3,1,2,1,2,1,1,1,2,2,2,2,2,2,3,3,2,3,3,2,46,4,1,2, , , ,1,1,1,1,2, ,2,7,4,3, ,1, , , ,S,3,45,3,2, , , , ,1,1,2,3,3,3,1,2,1,2,4,3,2,2,4,2,3,1,1,3.70588235294118,1.29405760531401
203090,2,42816,1,1,1, ,2,1,1,3, ,1,1,2,2,2,2,1,2,8,1,3,2,1,2,3,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2, ,3,1,1,1,2,2,1,2,2,2,3,2,2,1,2,3,3,3,2,2,18,3,2,1, , , , ,6,2,3,3,1,3,6,2,2, ,2, , , ,S,3,48,1,1, , , , ,1,1,1,1,1,1,1,1,0,1,3,3,3,3,1,1,2,0,1,4.26470588235294,1.4891932759566
203095,2,42816,1,1,1, ,2,1,1,2, ,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2,2,2,2,2,1,2,1,4,1,1,2,2, , , , ,1,3,3,2,2,1,3,3,2,3,3,1,65,5,2,1, , , , ,1,2,1,1, ,2,7,2,2, ,2, , , ,S,2,55,3,1, , , , ,1,1,1,1,1,1,1,4,0,1,1,1,3,3,6,2,2,0,1,3.14705882352941,1.09892193467142
203108,2,42816,1,1,2, ,2,1,1,3, ,1,1,8,8,8,8,9,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,9,2,2,1,2, ,2,2,8,2, , , , ,1,2,8,8,2,3,3,3,3,3,3,1,37,6,2,1, , , , ,1,1,1,2, ,9,7,6,2, ,2, , , ,S,4,16,3,1, , , , ,1,1,1,1,1,1,1,2,4,2,9,2,3,3,3,3,2,0,1,2.08823529411765,.72919119029599
203111,2,42816,1,1,1, ,3,1,1,2, ,1,1,1,1,1,1,2,2,2,2,3,2,2,2,3,2,1,1,2,2,2,2,1,2,2,2,1,2,5,1,1,2,1,2,1,1,2, ,3,2,2,1,1,2,1,1,1,3,3,3,3,2,3,3,1,2,2,2,38,8,2,1, , , , ,1,1,1,2, ,5,9,4,2, ,2, , , ,S,4,49,4,1, , , , ,1,1,1,1,1,1,1,2,2,2,5,2,3,3,3,3,2,0,1,2.76470588235294,.965408054758071
203114,2,42816,1,1,1, ,1,1,2,3, ,2,2,1,1,1,1,1,2,2,2, ,2,2,2,3,2,1,1,2, ,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1, , , , , , ,2, , , , ,2,8,3,2,2,3,1,8,1,3,3,2,75,6,2,1, , , , ,3,2,2,2, ,5,2,1, , ,1, , , ,U,4,16,3,1, , , , ,1,2,1,1,1,1,1,5,0,2,5,2,2,2,6,3,1,1,1,1,.349190147465685
203115,2,50216,1,1,2, ,2,1,1,2, ,1,1,1,1,2,1,2,4,3,2,4,4,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2, ,1,1,2,2,2,2,1,1,3,3,1,1,1,1,1,1,1,1,3,3,2,2,2,3,3,2,3,2,1,34,4,2,1, , , , ,6,2,1,2, ,4,4,1, , ,2, , , ,U,4,6,2,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,1,3,3,2,2,1,0,1,3.76470588235294,1.31459820222376
203127,2,42816,1,1,2, ,2,1,1,2, ,1,1,1,1,1,1,1,2,1,2,4,4,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2, ,2,2,2,2,2,1,2,1,4,3,1,2,1,2,2,1,2,1,2,2,4,4,2,1,2,2,2,1,1,50,8,2,1, , , , ,6,2,1,1, ,3,7,2,2, ,1, , , ,U,4,6,5,1, , , , ,1,1,1,1,1,1,1,2,0,1,2,1,2,2,4,3,2,1,1,1.79411764705882,.626488205747259
203128,2,42816,1,1,1, ,2,1,1,3, ,1,1,2,2,1,2,1,4,3,2,4,4,4,4,2,1,1,1,2,2,1,2,2,2,2,2,2,1, ,2,1,1,1,2,2,2,2, ,4,3,1,2, , , , ,2,2,2,3,1,3,3,3,1,3,2,2,49,5,1,1, , , ,3,3,2,3,2, ,3,1,1, , ,2,TABLET, , ,S,4,6,5,1, , , , ,1,1,1,3,4,3,1,2,0,2,4,1,3,3,4,2,1,0,1,5.70588235294118,1.99243790024538
203134,2,42916,1,1,2, ,1,1,1,3, ,1,2,1,2,1,2,1,3,4,4, ,4,4,4,2,1,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,1, ,1,1,3,3,2,2, , , , ,1,1,2,3,3,3,3,3,1,3,2,1,44,8,2,1, , , , ,1,1,1,3,8,2,7,5,2, ,1, , , ,S,3,13,3,1, , , , ,1,1,1,1,1,1,1,2,3,9,3,1,2,2,3,3,2,1,1,1.88235294117647,.657299101111878
203137,2,42916,1,1,1, ,1,1,1,4, ,1,1,2,2,2,2,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,1,2,2,2,2,2, ,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,47,3,2,1, , , , ,2,2,3,3,9,5,3,3,2, ,2, , , ,R,2,18,1,1, , , , ,1,1,1,1,1,1,1,2,1,9,3,1,3,3,4,1,2,0,1,4.05882352941176,1.41730118677249
203138,2,42916,1,1,2, ,2,1,1,2, ,1,1,2,1,2,1,2,1,2,1,2,3,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2, ,2,1,1,1,2,2,1,1,2,2,2,8,3,2,3,3,3,3,3,2,36,4,2,1, , , , ,1,1,3,3,2,3,1,3,2, ,2, , , ,U,1,36,2,1, , , , ,1,1,1,1,1,1,1,2,1,2,3,2,3,3,3,2,2,0,1,4.58823529411765,1.6021665589602
203140,2,42916,1,1,1, ,2,1,1,1, ,1,2,1,2,2,2,2,1,3,3, ,2,2,1,2,2,2,1,2, ,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2, ,1,2,4,3,1,2, , , , ,2,2,2,2,2,2,3,3,2,3,3,2,58,8,2,1, , , , ,3,2,1,3,1,3,9,2,2, ,2, , , ,S,1,25,3,1, , , , ,1,1,1,1,1,1,1,3,0,1,3,4,3,3,5,3,2,0,1,1.5,.523785221198528
203142,2,42916,1,1,2, ,1,1,1,1, ,1,1,1,1,1,1,2,2,2,1,4,4,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1,4,1,1,1,1,1,1,1,2, ,1,1,2,1,2,2,1,1,2,3,2,3,3,2,1,1,1,2,1,1,44,8,2,1, , , , ,1,2,1,2, ,5,9,2,2, ,1,MY WIFE, , ,U,1,25,4,1, , , , ,1,1,1,1,1,1,1,2,0,2,5,5,2,2,3,3,2,1,1,2.47058823529412,.86270507020934
203143,2,42916,1,1,2, ,1,1,1,4, ,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,8,4,2,2,2,1,2,2,2,1,2,3,1,2,2, , , , ,1,3,4,8,2,2,3,3,3,8,8,1,54,6,2,2, , , , ,1,1,1,3,8,8,2,8,8, ,2, , , ,S,1,25,4,2, , , , ,1,1,2,2,2,2,1,3,0,9,3,5,3,3,4,3,3,0,1,2.08823529411765,.72919119029599
203153,2,42916,1,1,1, ,2,1,1,1, ,1,2,1,1,1,2,1,3,2,3, ,4,3,4,2,1,1,1,1, ,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1, ,2, ,4,3,2,1,1,2, ,1,2,1,1,2,3,3,1,1,1,1,2,1,70,8,2,1, , , , ,5,1,1,1, ,2,6,6,4, ,2, , , ,U,3,24,3,1, , , , ,1,1,1,1,1,1,1,4,2,1,1,2,3,3,6,3,3,0,1,1.41176470588235,.492974325833909
203161,2,42916,1,1,1, ,2,1,1,2, ,2,2,2,2,2,2,1,4,4,4, ,4,4,4,3,2,2,1,1, ,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1, , , , , , ,2, , , , ,8,2,1,4,4,4,3,3,3,3,3,1,25,2,2,2, , , , ,6,2,3,8,2,4,1,1, , ,2, , , ,U,3,13,4,2, , , , ,1,2,2,2,2,2,1,1,0,2,9,2,3,3,2,1,1,0,1,5.17647058823529,1.80757252805767
203163,2,42916,2,1,1, ,2,1,1,4, ,2,2,2,1,2,2,8,1,1,1, ,2,1,1,3,2,2,2,2, ,2,2,2,2,8,2,2,2, ,9,2,2,2,2,2, , , , , , ,2, , , , ,2,2,3,3,3,3,3,2,2,2,3,2,84,4,1,1, , , ,3,1,2,3,1, ,2,6,7,4, ,1, , , ,S,3,13,4,1, , , , ,1,2,1,3,4,3,1,6,3,1,1,0,2,2,6,2,3,1,1,2.20588235294118,.770272384115482
203166,2,42916,1,1,1, ,2,1,1,2, ,1,1,2,1,2,1,1,2,2,2,3,3,2,2,3,2,2,1,2,2,2,2,1,1,2,1,2,2,4,2,1,2,2,2,2,2,1,4,2,1,2,1,2,2,1,1,1,2,2,2,2,2,3,2,1,3,2,1,57,6,2,1, , , , ,1,2,3,1, ,2,9,3,3, ,2, , , ,S,2,39,4,1, , , , ,1,1,1,1,1,1,1,3,0,1,1,3,3,3,5,3,3,0,1,1.41176470588235,.492974325833909
203170,2,42916,1,1,1, ,1,1,2,5, ,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1,2,2,1,2, ,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2, , , , , , ,2, , , , ,2,3,3,2,2,2,3,3,2,3,3,1,63,3,2,1, , , , ,3,1,3,2, ,3,4,3,2, ,1, , , ,S,1,34,2,1, , , , ,1,2,1,1,1,1,1,4,1,2,4,2,2,2,5,1,2,1,1,3.32352941176471,1.16054372540066
203173,2,42916,1,1,2, ,1,1,1,1, ,1,1,1,1,1,1,2,4,4,2,4,4,2,4,3,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,2,2,8,8,3,1,3,1,2,1,2,30,8,2,1, , , , ,1,2,1,2, ,4,8,2,2, ,2, , , ,U,1,25,4,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,2,3,3,2,3,2,0,1,3.5,1.2221655161299
203182,2,42916,1,1,1, ,2,1,1,2, ,8,1,2,2,2,2,1,1,2,1,1,2,5,1,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2, , , , , ,1,2,2,2,1,1,1,2,2,2,1,3,3,3,3,3,2,23,3,1,1, , , ,3,6,2,3,2, ,2,1,3,2, ,2, , , ,S,1,44,4,1, , , , ,1,2,1,3,4,3,1,1,1,2,4,3,3,3,1,1,2,0,1,4.67647058823529,1.63297745432482
203186,2,42916,1,1,1, ,1,2,2, , ,2, , , , , , ,1,1, , ,4,1,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3,3,2,2,3,3,3,2,3,1,79,2,2,1, , , , ,1,2,1,1, ,1,2,2,2, ,2, , , ,S,1,36,2,1, , , , ,0,2,1,1,1,1,1,5,0,1,1, ,3,3,6,1,2,0,1,4.41176470588235,1.54054476823096
203193,2,42916,1,1,1, ,3,1,1,2, ,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,4,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,8,1,3,1,1,41,6,2,6, , , , ,2,1,1,3,2,3,8,5,3, ,1,JUMPDRIVE THAT IS PASSWORD PROTECTED, , ,S,2,26,4,6, , , , ,1,1,5,4,5,5,1,2,2,2,3,3,2,2,3,3,3,1,1,2.61764705882353,.914056562483706
203200,2,42916,1,1,2, ,1,1,1,1, ,2,1,1,1,2,1,1,3,3,2,4,2,2,3,3,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1, , , , , ,1,2,2,2,1,1,2,2,2,3,3,2,2,1,3,3,2,35,6,2,1, , , , ,6,2,1,2, ,5,7,1, , ,1, , , ,U,2,27,2,1, , , , ,1,2,1,1,1,1,1,1,0,2,5,2,2,2,3,3,1,1,1,1.67647058823529,.585407011927766
203202,2,42916,1,1,2, ,1,1,1,3, ,1,2,1,1,1,1,2,3,1,2, ,4,3,2,2,2,2,1,2, ,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2, ,2, ,4,2,2,1,2,2, ,2,2,2,2,2,2,2,3,1,1,2,1,1,60,3,2,1, , , , ,1,2,2,1, ,1,9,4,3, ,1, , , ,S,2,27,1,1, , , , ,1,1,1,1,1,1,1,3,1,1,1,2,2,2,5,1,3,1,1,3.14705882352941,1.09892193467142
203208,2,42916,1,1,2, ,2,1,1,2, ,1,1,1,1,1,1,1,2,2,2,4,5,1,3,2,2,1,1,2,2,2,2,2,2,1,1,1,2,3,1,2,2,1,2,1,1,1,4,1,1,2,1,1,1,1,1,2,2,2,2,2,3,1,2,1,3,1,2,35,5,2,1, , , , ,1,2,1,2, ,4,6,2,2, ,2, , , ,S,2,55,3,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,3,3,3,3,2,2,0,1,4.44117647058823,1.55081506668584
203213,2,42916,1,1,1, ,1,1,1,1, ,1,1,1,1,1,1,1,2,2,2,2,2,1,2,3,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,3,2,2,2,3,2,2,1,3,1,2,38,8,2,1, , , , ,1,1,1,2, ,5,8,5,2, ,1, , , ,S,1,36,3,1, , , , ,1,1,1,1,1,1,1,2,3,2,5,2,2,2,3,3,2,1,1,2.79411764705882,.975678353212944
203220,2,42916,1,1,1, ,1,1,1,3, ,1,2,1,2,2,1,1,2,3,3, ,2,2,3,3,2,1,1,1, ,2,8,1,1,2,2,2,2,1,9,2,1,1,2,1, ,2, ,3,1,1,1,2,2, ,1,2,2,3,2,4,4,1,1,1,3,2,2,58,7,2,1, , , , ,1,2,2,8,8,3,7,2,2, ,1, , , ,S,3,24,4,1, , , , ,1,1,1,1,1,1,1,3,0,9,9,2,2,2,5,3,2,1,1,1.17647058823529,.410811938194924
