psraid,sample,int_date,lang,version,form,llitext1,q1,eminuse,intmob,intfreq,device1a,smart1,snsint2,acct1a,acct1b,acct1c,acct1d,acct2,acct3a,acct3b,acct3c,acct3d,acct3e,acct3f,acct3g,secur1,secur2a,secur2b,secur2c,secur2d,secur2e,secur2f,secur2g,habits1a,habits1b,habits1c,habits1d,habits1e,habits1f,habits2,habits3,habits4a,habits4b,habits4c,habits5,habits6,habits7,habits8,habits9,habits10,habits11,habits12,wifi1,wifi2a,wifi2b,wifi2c,wifi2d,policy1,policy2a,policy2b,policy3,policy4,policy5,policy6a,policy6b,policy6c,policy6d,policy6e,sex,age,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,marital,par,emplnw3,party,partyln,ideo,inc,hh1,hh3,ql1a,qc1,habits1fos,habits9os,raceos,usr,cregion,state,density,race3m1orig,race3m2orig,race3m3orig,race3m4orig,origraceos,i_usernw2,SmartPhone,racecmb,racethn,racethn2,racethn3,hhcell,genage2016,child,partysum,partyideo,habits1cnt,iphoneuse,hphoneuse,recage,receduc,adults,ll,cp,weight,standwt
101024,1,42716,1,1,1,2,1,1,1,3,1,2,2,2,2,1,2,1,3,2,2, ,4,2,2,2,2,1,1,2, ,2,2,2,1,2,2,2,2, ,2,1,2,2,2,1, , , , , , ,1,2,2, ,1,1,2,2,2,2,2,3,3,1,1,1,2,70,4,2,1, , , , ,1,2,3,3,8,3,4,2,2, , , , , ,S,3,51,5,1, , , , ,1,2,1,1,1,1,1,4,0,9,3,1,2,2,6,2,2,1,1,2.11764705882353,.739461488750863
101028,1,42716,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2, ,2,2,3,1,2,2,1,2, ,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2, , , , , , ,2, , , , ,1,2,2,2,2,2,3,3,2,3,3,2,62,4,2,1, , , , ,5,2,1,1, ,2,5,1, , , , , , ,R,4,8,1,1, , , , ,1,2,1,1,1,1,1,4,0,1,1,1,2,2,5,2,1,1,1,1.08823529411765,.380001042830305
101058,1,42716,1,1,1,2,1,2,2, ,2, , , , , , , , , , , ,1,2,2,1,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2,4,4,3,3,3,3,3,2,72,4,2,1, , , , ,5,1,3,1, ,4,1,1, , , , , , ,S,2,26,3,1, , , , ,0,3,1,1,1,1,0,5,0,1,2, ,1,1,6,2,1,1,0,3.67647058823529,1.28378730685914
101059,1,42716,1,1,1,2,2,1,1,3,1,1,2,2,2,2,2,1,2,4,3, ,4,5,5,2,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, ,2, ,3,2,2,2, , , , ,1,2,1,2,1,3,1,3,1,2,2,1,45,6,2,2, , , , ,6,2,1,3,2,2,6,1, , , , , , ,S,3,1,3,2, , , , ,1,1,2,2,2,2,1,2,0,2,3,1,2,2,4,3,1,1,1,1.17647058823529,.410811938194924
101066,1,42716,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,3,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,1,4,1,1,2,1,2,2,1,1,1,3,3,1,1,1,1,1,1,3,1,1,48,8,2,1, , , , ,1,1,1,3,2,3,8,3,2, , , , , ,R,3,37,1,1, , , , ,1,1,1,1,1,1,1,2,1,2,3,2,2,2,4,3,2,1,1,1.29411764705882,.451893132014416
101068,1,42716,1,1,2,1,2,1,1,4,1,1,2,2,2,2,2,1,4,4,2, ,2,3,2,2,2,2,1,2, ,2,2,1,2,2,2,2,2, ,2,2,1,1,2,2, ,2, ,1,3,2,2, , , , ,2,2,3,2,2,3,3,2,1,2,2,2,60,8,2,2, , , , ,3,2,2,2, ,2,6,1, , , , , , ,S,2,17,5,2, , , , ,1,1,2,2,2,2,1,3,0,2,4,1,2,2,5,3,1,1,1,1,.349190147465685
101069,1,42716,1,1,2,2,1,1,2,3,1,2,1,1,1,1,1,1,4,4,3,4,4,2,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1, , , , , ,1,1,2,1,1,1,2,2,2,3,3,3,1,2,2,3,2,78,8,2,1, , , , ,3,2,3,3,2,5,99,1, , , , , , ,U,1,42,5,1, , , , ,1,2,1,1,1,1,1,5,0,2,3,2,2,2,6,3,1,1,1,1.14705882352941,.400541639740051
101073,1,42716,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,4,4,1, ,2,5,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2, , , , , , ,2, , , , ,1,4,3,2,1,2,1,2,1,2,2,1,61,5,2,5,1, , , ,1,2,3,3,2,5,3,2,2, , , , , ,S,2,29,1,5,1, , , ,1,2,4,4,5,5,1,3,0,2,3,1,2,2,5,2,2,1,1,2.20588235294118,.770272384115482
101083,1,42716,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,4,4,4,2,4,4,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,4,2,1,2, , , , ,2,2,1,4,3,2,1,2,1,1,1,1,54,8,2,1, , , , ,1,2,1,1, ,3,9,4,4, , , , , ,S,1,25,3,1, , , , ,1,1,1,1,1,1,1,3,0,1,2,2,2,2,4,3,3,1,1,2.11764705882353,.739461488750863
101084,1,42716,1,1,2,1,2,1,2,5,1,1,2,2,2,2,2,2,4,2,4, ,4,4,2,2,2,2,2,2, ,2,2,1,2,2,2,2,8, ,2,1,2,2,2,2, ,1,2,3,2,2,2, , , , ,1,2,1,4,4,4,3,3,1,3,3,1,81,5,2,1, , , , ,5,2,3,3,1,2,99,1, , , , , , ,S,3,28,2,1, , , , ,1,1,1,1,1,1,1,6,0,1,3,1,2,2,6,2,1,1,1,1.73529411764706,.605947608837513
101086,1,42716,1,1,1,1,1,1,1,4,1,1,2,2,2,1,2,1,3,3,4, ,1,2,8,3,2,2,2,2, ,2,1,2,1,2,2,2,2, ,2,2,2,2,2,2, ,1,2,3,2,2,2, , , , ,2,3,3,2,2,3,3,3,1,8,3,2,85,8,2,1, , , , ,5,2,3,2, ,4,6,1, , , , , , ,R,4,53,3,1, , , , ,1,1,1,1,1,1,1,6,0,2,5,1,2,2,6,3,1,1,1,1,.349190147465685
101100,1,50216,1,1,2,1,1,2,2, ,2, , , , , , , , , , , ,3,5,8,8,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,8,8,8,3,3,3,3,3,1,60,3,2,1, , , , ,6,2,3,1, ,9,1,1, , , , , , ,U,4,6,4,1, , , , ,0,3,1,1,1,1,0,3,0,1,9, ,1,1,5,1,1,1,0,5.91176470588235,2.06432998942949
101102,1,42716,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,2,1,2,3,2,1,1,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,2,1,2,1,3,3,1,1,1,2,2,1,1,2,2,2,1,1,2,1,3,1,3,1,2,49,8,2,1, , , , ,1,2,1,2, ,5,9,2,2, , , , , ,S,4,6,5,1, , , , ,1,1,1,1,1,1,1,2,0,2,5,1,2,2,4,3,2,1,1,2.41176470588235,.842164473299594
101104,1,42716,1,1,2,2,2,1,2,3,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,3,2,1,1,2,2,2,2,2,1,2,2,2,2, ,1,2,2,2,2,1,2, , , , , ,2, , , , ,2,2,2,2,2,2,3,3,2,3,3,2,90,8,2,1, , , , ,5,2,3,2, ,4,6,1, , , , , , ,S,3,12,3,1, , , , ,1,2,1,1,1,1,1,6,0,2,5,1,2,2,6,3,1,1,1,1,.349190147465685
101111,1,42716,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,1,1,2,2, ,1,1,2,1,2,2,1,1,2,2,2,2,2,3,2,3,2,3,9,1,67,8,2,1, , , , ,1,2,3,3,1,3,7,5,3, , , , , ,U,4,6,5,1, , , , ,1,1,1,1,1,1,1,4,2,1,3,1,2,2,6,3,3,1,1,1.70588235294118,.59567731038264
101114,1,42716,1,1,1,1,2,2,2, ,2, , , , , , , , , , , ,3,5,5,3,1,1,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,2,2,2,3,3,2,3,3,2,53,6,2,1, , , , ,4,2,3,3,2,4,4,2,2,2, , , , ,S,2,18,2,1, , , , ,0,3,1,1,1,1,0,3,0,2,3, ,1,1,4,3,2,1,0,5.91176470588235,2.06432998942949
101115,1,42716,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,5,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2, ,8,1,2,1,1,1,2,2, ,3,2,8,1,2,2,1,1,2,2,2,3,3,1,3,3,1,3,1,2,48,5,2,1, , , , ,1,1,1,1, ,2,9,5,3, , , , , ,S,3,48,2,1, , , , ,1,1,1,1,1,1,1,2,2,1,1,1,2,2,4,2,3,1,1,3.35294117647059,1.17081402385553
101116,1,42716,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,4,4,4,4,4,4,4,2,2,2,1,1,1,2,2,1,2,2,2,2,2, ,2,1,1,2,2,2,2,1,4,1,1,1,1,2,2,1,2,1,2,2,3,2,2,3,3,1,3,3,2,39,3,2,1, , , , ,1,1,1,3,8,3,7,3,2, , , , , ,R,3,47,1,1, , , , ,1,1,1,1,1,1,1,2,1,9,3,1,2,2,3,1,2,1,1,3.79411764705882,1.32486850067863
101128,1,43016,1,1,1,1,2,1,2,3,2, ,2,2,2,2,2,2, , ,2, ,4,5,1,2,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, , , , , , ,2, , , , ,2,2,2,8,8,8,3,2,1,3,3,1,60,6,2,1, , , , ,1,2,3,1, ,1,5,2,2,2, , , , ,S,4,8,2,1, , , , ,1,3,1,1,1,1,0,3,0,1,1,1,1,1,5,3,2,1,0,3.26470588235294,1.14000312849091
101139,1,43016,1,1,1,1,8,1,1,2,1,1,1,1,2,2,1,1,2,2,2,3,8,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,2,2,2,1,4,2,2,2,2, , , , ,2,3,2,2,1,1,3,1,3,1,1,2,42,8,2,2, , , , ,6,2,1,2, ,2,6,2,2, , , , , ,U,2,18,4,2, , , , ,1,1,2,2,2,2,1,2,0,2,4,1,2,2,3,3,2,1,1,2.73529411764706,.955137756303198
101144,1,43016,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,9,4,3, ,4,3,2,2,2,1,1,2, ,2,2,1,9,2,2,2,1,1,2,2,1,2,2,1, ,1,4,3,2,1,2, , , , ,1,9,9,2,2,3,3,3,2,2,9,2,70,6,2,1, , , , ,1,2,3,1, ,9,5,99,99, , ,I HAVE IT CODED, , ,S,4,6,5,1, , , , ,1,1,1,1,1,1,1,4,99,1,9,2,2,2,6,3,2,1,1,1.29411764705882,.451893132014416
101150,1,43016,1,1,1,2,1,2,2, ,1,2, , , , , , ,2,4, , ,4,4,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2,2,2,3,3,1,3,3,2,60,3,2,1, , , , ,5,2,1,3,8,2,99,4,3, , , , , ,S,2,18,2,1, , , , ,0,2,1,1,1,1,1,3,1,9,3, ,2,2,5,1,3,1,1,3.14705882352941,1.09892193467142
101151,1,43016,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,4,3,2,4,2,2,4,3,2,1,1,2,2,2,2,2,1,2,2,2,2, ,2,1,2,2,2,1,2,2, ,3,2,1,1,2,2,2,1,2,2,2,3,2,3,3,2,1,2,2,1,70,8,2,1, , , , ,1,2,3,2, ,3,9,2,2, , , , , ,S,2,27,3,1, , , , ,1,1,1,1,1,1,1,4,0,2,4,1,2,2,6,3,2,1,1,1.35294117647059,.472433728924162
101154,1,43016,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,3,1,2,2,3,3,2,1,3,1,1,50,8,2,1, , , , ,1,1,1,3,2,5,9,3,1, , , , , ,S,4,6,3,1, , , , ,1,1,1,1,1,1,1,2,2,2,3,2,2,2,4,3,1,1,1,1.08823529411765,.380001042830305
101157,1,43016,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2, ,1,1,3,2,1,1,1,2, ,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2, ,1,1,1,2,2,2, , , , ,2,1,2,2,1,2,3,3,1,3,1,1,57,8,2,1, , , , ,1,2,1,1, ,1,9,2,2, , , , , ,R,3,48,2,1, , , , ,1,1,1,1,1,1,1,3,0,1,1,2,2,2,5,3,2,1,1,1,.349190147465685
101158,1,43016,1,1,1,1,3,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2,2,2,2,2,1,2,2, ,1,1,2,1,2,2,2,1,1,3,3,1,1,1,2,3,1,3,1,1,18,2,1,1, , , ,1,6,2,3,1, ,2,1,6,5, , , , , ,U,4,6,1,1, , , , ,1,1,1,3,3,3,1,1,1,1,1,1,2,2,1,1,3,1,1,4.05882352941176,1.41730118677249
101161,1,43016,1,1,2,2,2,2,2, ,1,2, , , , , , ,4,2, , ,2,2,2,2,2,1,1, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,3,3,3,3,2,3,3,2,77,2,2,1, , , , ,5,2,3,3,9,3,2,1, , , , , , ,S,3,1,2,1, , , , ,0,2,1,1,1,1,1,5,0,9,3, ,2,2,6,1,1,1,1,1.82352941176471,.636758504202132
101164,1,43016,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,3,3,3,3,3,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,1,2,4,2,2,2, , , , ,2,2,2,2,2,3,1,2,1,2,3,2,66,6,2,1, , , , ,1,2,3,3,2,5,8,2,2, , , , , ,S,4,41,3,1, , , , ,1,1,1,1,1,1,1,4,0,2,3,3,2,2,6,3,2,1,1,1.05882352941176,.369730744375431
101169,1,50216,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1, ,1,1,1,3,2,2,1,2, ,2,2,1,2,2,2,2,2, ,9,2,2,9,2,9, ,1,9,1,1,2,2, , , , ,2,8,8,1,1,8,3,3,3,3,3,1,75,8,1,1, , , ,3,2,2,1,2, ,4,8,2,2, , , , , ,U,3,12,3,1, , , , ,1,1,1,3,4,3,1,5,0,2,5,1,2,2,6,3,2,1,1,1.08823529411765,.380001042830305
101172,1,50216,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,1,3,8,3,4,3,3,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2, ,4,3,2,1,2,2,1,2,2,2,2,3,3,4,3,3,1,3,3,2,55,8,2,1, , , , ,1,2,1,1, ,2,8,4,4, , , , , ,S,3,12,4,1, , , , ,1,1,1,1,1,1,1,3,0,1,1,4,2,2,5,3,3,1,1,1.35294117647059,.472433728924162
101188,1,50216,1,1,2,1,2,1,2,5,1,2,1,1,2,2,2,1,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2, , , , , ,2, , , , ,2,1,1,2,3,4,3,1,1,2,2,2,57,4,2,1, , , , ,3,2,1,3,8,4,4,2,2, , , , , ,U,4,6,1,1, , , , ,1,2,1,1,1,1,1,3,0,9,3,2,2,2,5,2,2,1,1,1.5,.523785221198528
101190,1,50216,1,1,2,1,2,1,2,3,1,8,2,2,2,2,2,1,4,4,4, ,4,4,4,2,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, , , , , , ,2, , , , ,3,2,1,3,2,3,3,3,1,3,3,2,63,3,2,1, , , , ,1,2,3,2, ,9,3,2,2, , , , , ,S,4,6,2,1, , , , ,1,2,1,1,1,1,1,4,0,2,9,1,2,2,5,1,2,1,1,2.5,.872975368664213
101191,1,50216,1,1,1,1,2,1,2,3,1,2,2,2,2,2,2,1,1,8,2, ,2,5,2,2,2,1,1,2, ,2,1,2,1,2,2,2,2, ,1,1,2,2,1,2, , , , , , ,2, , , , ,1,3,1,2,3,4,3,3,2,3,3,1,49,3,2,1, , , , ,3,2,1,2, ,4,7,3,3, , , , , ,S,3,24,3,1, , , , ,1,2,1,1,1,1,1,2,0,2,5,1,2,2,4,1,3,1,1,3.70588235294118,1.29405760531401
101200,1,50216,1,1,2,2,3,1,2,2,1,2,1,1,1,2,2,1,3,3,3,3,3,2,3,2,1,1,2,1,1,2,2,2,1,2,2,2,2, ,2,1,1,2,1,1,2, , , , , ,2, , , , ,1,1,2,3,3,2,3,3,2,3,3,1,80,5,2,1, , , , ,5,2,3,3,1,3,99,1, , , , , , ,R,3,28,1,1, , , , ,1,2,1,1,1,1,1,6,0,1,3,1,2,2,6,2,1,1,1,1.61764705882353,.56486641501802
101203,1,50216,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2, ,2,2,2,2,1,2,1,2, ,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1, ,1,1,3,2,1,1,2,2, ,1,2,2,2,2,2,2,2,1,2,2,2,2,68,8,2,1, , , , ,1,2,3,2, ,3,8,2,2, , , , , ,R,3,51,1,1, , , , ,1,1,1,1,1,1,1,4,0,2,4,2,2,2,6,3,2,1,1,1,.349190147465685
101204,1,50216,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,2,3,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,4,2,3,2,1,2,2,1,1,2,2,2,3,2,2,3,3,2,3,3,2,53,5,2,1, , , , ,1,2,1,1, ,1,7,2,2, , , , , ,S,2,55,3,1, , , , ,1,1,1,1,1,1,1,3,0,1,1,3,2,2,4,2,2,1,1,3.47058823529412,1.21189521767503
101205,1,50216,1,1,1,2,2,1,1,2,2, ,1,1,1,1,1,1, , ,2,2,4,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1, , , , , ,2, , , , ,1,1,1,4,4,2,2,2,1,3,3,2,87,5,2,1, , , , ,5,2,3,1, ,2,99,1, , , , , , ,U,4,53,2,1, , , , ,1,3,1,1,1,1,0,6,0,1,1,2,1,1,6,2,1,1,0,3.05882352941176,1.0681110393068
101207,1,50316,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,2,4,1,2,2,2,1,1,2, , , , , ,2, , , , ,3,3,3,2,2,3,3,3,1,2,2,2,58,8,2,1, , , , ,6,2,3,2, ,3,6,1, , , , , , ,S,3,47,3,1, , , , ,1,2,1,1,1,1,1,3,0,2,4,3,2,2,5,3,1,1,1,1,.349190147465685
101215,1,50316,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2, ,2,2,3,3,2,1,1,2, ,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1, ,1,4,4,3,2,2, , , , ,1,2,2,2,2,2,3,3,1,3,3,1,61,6,2,1, , , , ,1,2,3,2, ,4,7,2,2, , , , , ,S,1,36,4,1, , , , ,1,1,1,1,1,1,1,3,0,2,5,2,2,2,5,3,2,1,1,1.41176470588235,.492974325833909
101220,1,50316,1,1,2,2,1,2,2, ,1,2, , , , , , ,1,1, , ,1,1,1,2,2,1,1, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,3,3,1,8,2,2,77,3,2,1, , , , ,1,2,3,2, ,4,3,2,2, , , , , ,R,1,36,1,1,4, , ,FRIST AMERCAIN,0,2,1,1,1,1,1,5,0,2,5, ,2,2,6,1,2,1,1,2.82352941176471,.985948651667817
101222,1,50316,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2, , , , , ,2, , , , ,1,1,2,2,4,1,3,3,2,3,3,2,71,3,2,1, , , , ,5,2,3,2, ,1,3,1, , , , , , ,R,1,36,1,1, , , , ,1,2,1,1,1,1,1,5,0,2,4,1,2,2,6,1,1,1,1,2.05882352941176,.718920891841117
101225,1,50316,1,1,1,2,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,2,2,1,2, ,1,1,2,1,2,2,2,2,2,3,3,1,1,1,2,3,2,3,3,2,37,4,2,1, , , , ,3,1,1,8,8,8,3,3,2, , , , , ,S,3,45,3,1, , , , ,1,1,1,1,1,1,1,2,1,9,9,1,2,2,3,2,2,1,1,3.64705882352941,1.27351700840426
101228,1,50316,1,1,1,2,2,1,1,3,2, ,2,2,2,2,2,1, , ,4, ,4,4,4,2,2,2,1,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, , , , , , ,1,2,2, ,2,2,1,2,4,2,2,1,2,3,3,1,2,50,2,2,1, , , , ,5,2,3,3,1,3,1,1, , , , , , ,R,1,42,2,4, , , ,POLISH GERMAN AND LEBANISE,1,3,1,1,1,1,0,2,0,1,3,1,1,1,4,1,1,1,0,5.91176470588235,2.06432998942949
101232,1,50316,1,1,1,1,2,1,2,5,2, ,2,2,2,2,2,2, , ,4, ,2,3,4,2,1,2,1,1, ,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1, , , , , , ,2, , , , ,2,2,2,3,2,3,3,2,2,3,1,2,68,6,2,1, , , , ,3,2,3,3,2,3,1,1, , , , , , ,S,2,29,4,1, , , , ,1,3,1,1,1,1,0,4,0,2,3,3,1,1,6,3,1,1,0,2.44117647058824,.852434771754467
101236,1,50316,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2, ,2,2,2,2,2,1,1,2, ,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1, ,2, ,3,1,2,2, , , , ,2,2,9,2,2,1,1,2,1,1,1,2,99,6,2,1, , , , ,1,1,1,1, ,2,8,5,3, , , , , ,S,2,39,4,1, , , , ,1,1,1,1,1,1,1,9,2,1,1,2,2,2,9,3,3,1,1,1.44117647058824,.503244624288782
101239,1,50316,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,4,4,4,4,4,3,4,2,2,1,2,1,2,8,2,1,1,2,1,2,8,2,2,1,1,1,2,2,2, , , , , ,1,2,2,2,2,1,2,1,2,4,2,2,1,1,2,2,2,62,8,2,2, , , , ,1,2,1,2, ,5,5,2,2, , , , , ,R,3,37,1,2, , , , ,1,2,2,2,2,2,1,4,0,2,5,3,2,2,5,3,2,1,1,1,.349190147465685
200001,2,33016,1,1,2, ,1,1,1,2, ,1,1,2,2,2,2,1,2,2,2,3,3,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,3,3,2,2,1,2,2,1,1,1,1,2,3,3,1,3,2,2,3,2,1,50,8,2,1, , , , ,1,1,1,3,1,2,7,5,4, ,1, , , ,S,2,39,4,1, , , , ,1,1,1,1,1,1,1,2,1,1,3,3,2,2,4,3,3,1,1,2.02941176470588,.708650593386244
200014,2,33016,1,1,1, ,2,1,1,3, ,1,2,2,2,2,2,1,4,2,2, ,4,4,4,2,2,1,1,2, ,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2, ,1,4,3,1,1,2, , , , ,3,1,1,4,4,2,1,1,1,1,1,1,60,6,2,1, , , , ,3,2,3,1, ,3,2,2,2, ,2, , , ,S,3,12,2,1, , , , ,1,1,1,1,1,1,1,3,0,1,2,2,3,3,5,3,2,0,1,1.08823529411765,.380001042830305
200018,2,33016,1,1,1, ,2,2,2, , ,2, , , , , , ,2,2, , ,2,2,2,3,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,3,3,3,3,3,2,58,3,2,1, , , , ,3,2,1,4,8,3,2,1, , ,1, , , ,R,3,51,1,1, , , , ,0,2,1,1,1,1,1,3,0,9,9, ,2,2,5,1,1,1,1,1.70588235294118,.59567731038264
200021,2,40916,1,1,1, ,1,1,1,1, ,1,1,1,2,1,1,2,2,1,1,4,2,3,3,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,3,2,1,2,2,2,2,2,4,4,3,3,2,1,2,3,3,1,2,30,6,1,1, , , ,1,6,2,1,2, ,3,3,4,3, ,1, , , ,U,3,48,3,1, , , , ,1,1,1,3,3,3,1,1,1,2,4,3,2,2,2,3,3,1,1,2.47058823529412,.86270507020934
200027,2,33016,1,1,1, ,2,2,2, , ,2, , , , , , ,4,4, , ,2,4,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3,2,2,3,3,3,2,3,3,1,99,3,9,9, , , , ,9,9,9,9,9,3,99,99,99, ,9, , , ,U,3,37,3,9, , , , ,0,2,9,9,9,9,1,9,99,9,9, ,3,3,9,1,2,0,1,3.35294117647059,1.17081402385553
200036,2,33016,1,1,1, ,2,1,1,2, ,1,2,1,1,1,1,1,2,1,1, ,4,2,2,1,2,1,1,2, ,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1, ,1,4,3,2,2,2, , , , ,1,2,3,3,3,3,3,3,1,3,1,2,45,3,1,1, , , ,1,1,1,2,3,1,3,7,4,3, ,2, , , ,S,3,48,2,1, , , , ,1,1,1,3,3,3,1,2,1,1,3,2,3,3,4,1,3,0,1,3.70588235294118,1.29405760531401
200040,2,33016,1,1,1, ,2,1,1,2, ,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,3,1,3,1,2,30,6,2,1, , , , ,1,1,2,1, ,2,7,5,2, ,2, , , ,S,3,1,2,1, , , , ,1,1,1,1,1,1,1,1,3,1,1,2,3,3,2,3,2,0,1,2.44117647058824,.852434771754467
200041,2,41316,1,1,1, ,2,1,1,3, ,1,1,1,2,1,2,1,2,2,2,4,2,2,2,3,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2, , , , ,2,2,4,1,1,2,3,3,3,3,3,2,33,3,2,1, , , , ,1,1,2,9,9,2,6,3,2, ,1, , , ,S,3,13,4,1, , , , ,1,1,1,1,1,1,1,1,1,9,9,2,2,2,2,1,2,1,1,5.05882352941176,1.76649133423817
200056,2,33016,1,1,2, ,2,1,1,2, ,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2, ,4,2,2,1,1,8,1,1,1,1,2,3,2,8,3,3,3,3,3,2,25,3,2,2, , , , ,6,1,1,4,9,9,2,3,1, ,1, , , ,U,2,18,3,2, , , , ,1,1,2,2,2,2,1,1,2,9,9,3,2,2,2,1,1,1,1,3.70588235294118,1.29405760531401
200060,2,40816,1,1,1, ,2,2,2, , ,2, , , , , , ,2,1, , ,2,4,2,1,1,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,3,3,3,3,2,3,3,1,68,8,2,1, , , , ,3,1,3,2, ,8,3,6,4, ,2, , , ,S,2,26,4,1, , , , ,0,2,1,1,1,1,1,4,2,2,9, ,3,3,6,3,3,0,1,1.64705882352941,.575136713472894
